id,original_id,split,target_prefix_ratio,visible_ratio,prefix_tokens,total_tokens,hidden_tokens,prefix_utterance,masked_utterance,full_utterance,full_label,label,label_source
deepseek3000-01915__p040,deepseek3000-01915,train,0.40,0.444444,4,9,5,I feel lonely today.,I feel lonely today. <MASK> <MASK> <MASK> <MASK> <MASK>,I feel lonely today. Can you chat with me?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01915__p060,deepseek3000-01915,train,0.60,0.666667,6,9,3,I feel lonely today. Can you,I feel lonely today. Can you <MASK> <MASK> <MASK>,I feel lonely today. Can you chat with me?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01915__p080,deepseek3000-01915,train,0.80,0.888889,8,9,1,I feel lonely today. Can you chat with,I feel lonely today. Can you chat with <MASK>,I feel lonely today. Can you chat with me?,chat,chat,high_ratio_no_motion_cue
deepseek3000-01915__p100,deepseek3000-01915,train,1.00,1.000000,9,9,0,I feel lonely today. Can you chat with me?,I feel lonely today. Can you chat with me?,I feel lonely today. Can you chat with me?,chat,chat,complete_input
deepseek3000-00910__p020,deepseek3000-00910,train,0.20,0.200000,1,5,4,Lead,Lead <MASK> <MASK> <MASK> <MASK>,Lead me to the kitchen.,motion_query,wait,motion_cue_not_seen
deepseek3000-00910__p040,deepseek3000-00910,train,0.40,0.400000,2,5,3,Lead me,Lead me <MASK> <MASK> <MASK>,Lead me to the kitchen.,motion_query,wait,motion_cue_not_seen
deepseek3000-00910__p060,deepseek3000-00910,train,0.60,0.600000,3,5,2,Lead me to,Lead me to <MASK> <MASK>,Lead me to the kitchen.,motion_query,wait,motion_cue_not_seen
deepseek3000-00910__p080,deepseek3000-00910,train,0.80,0.800000,4,5,1,Lead me to the,Lead me to the <MASK>,Lead me to the kitchen.,motion_query,wait,motion_cue_not_seen
deepseek3000-00910__p100,deepseek3000-00910,train,1.00,1.000000,5,5,0,Lead me to the kitchen.,Lead me to the kitchen.,Lead me to the kitchen.,motion_query,motion_query,complete_input
deepseek3000-01479__p020,deepseek3000-01479,train,0.20,0.333333,2,6,4,Make a,Make a <MASK> <MASK> <MASK> <MASK>,Make a circle with your arms.,motion_query,wait,motion_cue_not_seen
deepseek3000-01479__p040,deepseek3000-01479,train,0.40,0.500000,3,6,3,Make a circle,Make a circle <MASK> <MASK> <MASK>,Make a circle with your arms.,motion_query,wait,motion_cue_not_seen
deepseek3000-01479__p060,deepseek3000-01479,train,0.60,0.666667,4,6,2,Make a circle with,Make a circle with <MASK> <MASK>,Make a circle with your arms.,motion_query,wait,motion_cue_not_seen
deepseek3000-01479__p080,deepseek3000-01479,train,0.80,0.833333,5,6,1,Make a circle with your,Make a circle with your <MASK>,Make a circle with your arms.,motion_query,wait,motion_cue_not_seen
deepseek3000-01479__p100,deepseek3000-01479,train,1.00,1.000000,6,6,0,Make a circle with your arms.,Make a circle with your arms.,Make a circle with your arms.,motion_query,motion_query,complete_input
deepseek3000-00502__p020,deepseek3000-00502,train,0.20,0.250000,2,8,6,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Can you recommend a good movie to watch?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00502__p040,deepseek3000-00502,train,0.40,0.500000,4,8,4,Can you recommend a,Can you recommend a <MASK> <MASK> <MASK> <MASK>,Can you recommend a good movie to watch?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00502__p060,deepseek3000-00502,train,0.60,0.625000,5,8,3,Can you recommend a good,Can you recommend a good <MASK> <MASK> <MASK>,Can you recommend a good movie to watch?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00502__p080,deepseek3000-00502,train,0.80,0.875000,7,8,1,Can you recommend a good movie to,Can you recommend a good movie to <MASK>,Can you recommend a good movie to watch?,chat,chat,high_ratio_no_motion_cue
deepseek3000-00502__p100,deepseek3000-00502,train,1.00,1.000000,8,8,0,Can you recommend a good movie to watch?,Can you recommend a good movie to watch?,Can you recommend a good movie to watch?,chat,chat,complete_input
deepseek3000-01701__p020,deepseek3000-01701,train,0.20,0.333333,2,6,4,Raise your,Raise your <MASK> <MASK> <MASK> <MASK>,Raise your arm to indicate stop.,motion_query,motion_query,motion_cue_seen
deepseek3000-01701__p040,deepseek3000-01701,train,0.40,0.500000,3,6,3,Raise your arm,Raise your arm <MASK> <MASK> <MASK>,Raise your arm to indicate stop.,motion_query,motion_query,motion_cue_seen
deepseek3000-01701__p060,deepseek3000-01701,train,0.60,0.666667,4,6,2,Raise your arm to,Raise your arm to <MASK> <MASK>,Raise your arm to indicate stop.,motion_query,motion_query,motion_cue_seen
deepseek3000-01701__p080,deepseek3000-01701,train,0.80,0.833333,5,6,1,Raise your arm to indicate,Raise your arm to indicate <MASK>,Raise your arm to indicate stop.,motion_query,motion_query,motion_cue_seen
deepseek3000-01701__p100,deepseek3000-01701,train,1.00,1.000000,6,6,0,Raise your arm to indicate stop.,Raise your arm to indicate stop.,Raise your arm to indicate stop.,motion_query,motion_query,complete_input
deepseek3000-02576__p020,deepseek3000-02576,train,0.20,0.250000,2,8,6,What should,What should <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,What should I cook for a quick dinner?,chat,chat,text_cue_seen
deepseek3000-02576__p040,deepseek3000-02576,train,0.40,0.500000,4,8,4,What should I cook,What should I cook <MASK> <MASK> <MASK> <MASK>,What should I cook for a quick dinner?,chat,chat,text_cue_seen
deepseek3000-02576__p060,deepseek3000-02576,train,0.60,0.625000,5,8,3,What should I cook for,What should I cook for <MASK> <MASK> <MASK>,What should I cook for a quick dinner?,chat,chat,text_cue_seen
deepseek3000-02576__p080,deepseek3000-02576,train,0.80,0.875000,7,8,1,What should I cook for a quick,What should I cook for a quick <MASK>,What should I cook for a quick dinner?,chat,chat,text_cue_seen
deepseek3000-02576__p100,deepseek3000-02576,train,1.00,1.000000,8,8,0,What should I cook for a quick dinner?,What should I cook for a quick dinner?,What should I cook for a quick dinner?,chat,chat,complete_input
deepseek3000-02104__p020,deepseek3000-02104,train,0.20,0.200000,2,10,8,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Can you explain the theory of relativity in simple terms?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02104__p040,deepseek3000-02104,train,0.40,0.400000,4,10,6,Can you explain the,Can you explain the <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Can you explain the theory of relativity in simple terms?,chat,chat,text_cue_seen
deepseek3000-02104__p060,deepseek3000-02104,train,0.60,0.600000,6,10,4,Can you explain the theory of,Can you explain the theory of <MASK> <MASK> <MASK> <MASK>,Can you explain the theory of relativity in simple terms?,chat,chat,text_cue_seen
deepseek3000-02104__p080,deepseek3000-02104,train,0.80,0.800000,8,10,2,Can you explain the theory of relativity in,Can you explain the theory of relativity in <MASK> <MASK>,Can you explain the theory of relativity in simple terms?,chat,chat,text_cue_seen
deepseek3000-02104__p100,deepseek3000-02104,train,1.00,1.000000,10,10,0,Can you explain the theory of relativity in simple terms?,Can you explain the theory of relativity in simple terms?,Can you explain the theory of relativity in simple terms?,chat,chat,complete_input
deepseek3000-02481__p020,deepseek3000-02481,train,0.20,0.285714,2,7,5,Pick up,Pick up <MASK> <MASK> <MASK> <MASK> <MASK>,Pick up that toy from the floor.,motion_query,motion_query,motion_cue_seen
deepseek3000-02481__p040,deepseek3000-02481,train,0.40,0.428571,3,7,4,Pick up that,Pick up that <MASK> <MASK> <MASK> <MASK>,Pick up that toy from the floor.,motion_query,motion_query,motion_cue_seen
deepseek3000-02481__p060,deepseek3000-02481,train,0.60,0.714286,5,7,2,Pick up that toy from,Pick up that toy from <MASK> <MASK>,Pick up that toy from the floor.,motion_query,motion_query,motion_cue_seen
deepseek3000-02481__p080,deepseek3000-02481,train,0.80,0.857143,6,7,1,Pick up that toy from the,Pick up that toy from the <MASK>,Pick up that toy from the floor.,motion_query,motion_query,motion_cue_seen
deepseek3000-02481__p100,deepseek3000-02481,train,1.00,1.000000,7,7,0,Pick up that toy from the floor.,Pick up that toy from the floor.,Pick up that toy from the floor.,motion_query,motion_query,complete_input
deepseek3000-02407__p020,deepseek3000-02407,train,0.20,0.333333,2,6,4,Stay here,Stay here <MASK> <MASK> <MASK> <MASK>,Stay here and watch the door.,motion_query,motion_query,motion_cue_seen
deepseek3000-02407__p040,deepseek3000-02407,train,0.40,0.500000,3,6,3,Stay here and,Stay here and <MASK> <MASK> <MASK>,Stay here and watch the door.,motion_query,motion_query,motion_cue_seen
deepseek3000-02407__p060,deepseek3000-02407,train,0.60,0.666667,4,6,2,Stay here and watch,Stay here and watch <MASK> <MASK>,Stay here and watch the door.,motion_query,motion_query,motion_cue_seen
deepseek3000-02407__p080,deepseek3000-02407,train,0.80,0.833333,5,6,1,Stay here and watch the,Stay here and watch the <MASK>,Stay here and watch the door.,motion_query,motion_query,motion_cue_seen
deepseek3000-02407__p100,deepseek3000-02407,train,1.00,1.000000,6,6,0,Stay here and watch the door.,Stay here and watch the door.,Stay here and watch the door.,motion_query,motion_query,complete_input
deepseek3000-02527__p020,deepseek3000-02527,train,0.20,0.333333,2,6,4,What's the,What's the <MASK> <MASK> <MASK> <MASK>,What's the recipe for chocolate cake?,chat,chat,text_cue_seen
deepseek3000-02527__p040,deepseek3000-02527,train,0.40,0.500000,3,6,3,What's the recipe,What's the recipe <MASK> <MASK> <MASK>,What's the recipe for chocolate cake?,chat,chat,text_cue_seen
deepseek3000-02527__p060,deepseek3000-02527,train,0.60,0.666667,4,6,2,What's the recipe for,What's the recipe for <MASK> <MASK>,What's the recipe for chocolate cake?,chat,chat,text_cue_seen
deepseek3000-02527__p080,deepseek3000-02527,train,0.80,0.833333,5,6,1,What's the recipe for chocolate,What's the recipe for chocolate <MASK>,What's the recipe for chocolate cake?,chat,chat,text_cue_seen
deepseek3000-02527__p100,deepseek3000-02527,train,1.00,1.000000,6,6,0,What's the recipe for chocolate cake?,What's the recipe for chocolate cake?,What's the recipe for chocolate cake?,chat,chat,complete_input
deepseek3000-00250__p020,deepseek3000-00250,train,0.20,0.333333,1,3,2,Lead,Lead <MASK> <MASK>,Lead the way.,motion_query,wait,motion_cue_not_seen
deepseek3000-00250__p040,deepseek3000-00250,train,0.40,0.666667,2,3,1,Lead the,Lead the <MASK>,Lead the way.,motion_query,wait,motion_cue_not_seen
deepseek3000-00250__p060,deepseek3000-00250,train,0.60,0.666667,2,3,1,Lead the,Lead the <MASK>,Lead the way.,motion_query,wait,motion_cue_not_seen
deepseek3000-00250__p080,deepseek3000-00250,train,0.80,1.000000,3,3,0,Lead the way.,Lead the way.,Lead the way.,motion_query,motion_query,complete_input
deepseek3000-00250__p100,deepseek3000-00250,train,1.00,1.000000,3,3,0,Lead the way.,Lead the way.,Lead the way.,motion_query,motion_query,complete_input
deepseek3000-00890__p020,deepseek3000-00890,train,0.20,0.250000,2,8,6,What are,What are <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,What are the ingredients for a healthy smoothie?,chat,chat,text_cue_seen
deepseek3000-00890__p040,deepseek3000-00890,train,0.40,0.500000,4,8,4,What are the ingredients,What are the ingredients <MASK> <MASK> <MASK> <MASK>,What are the ingredients for a healthy smoothie?,chat,chat,text_cue_seen
deepseek3000-00890__p060,deepseek3000-00890,train,0.60,0.625000,5,8,3,What are the ingredients for,What are the ingredients for <MASK> <MASK> <MASK>,What are the ingredients for a healthy smoothie?,chat,chat,text_cue_seen
deepseek3000-00890__p080,deepseek3000-00890,train,0.80,0.875000,7,8,1,What are the ingredients for a healthy,What are the ingredients for a healthy <MASK>,What are the ingredients for a healthy smoothie?,chat,chat,text_cue_seen
deepseek3000-00890__p100,deepseek3000-00890,train,1.00,1.000000,8,8,0,What are the ingredients for a healthy smoothie?,What are the ingredients for a healthy smoothie?,What are the ingredients for a healthy smoothie?,chat,chat,complete_input
deepseek3000-00048__p020,deepseek3000-00048,train,0.20,0.200000,1,5,4,Point,Point <MASK> <MASK> <MASK> <MASK>,Point to the tallest building.,motion_query,motion_query,motion_cue_seen
deepseek3000-00048__p040,deepseek3000-00048,train,0.40,0.400000,2,5,3,Point to,Point to <MASK> <MASK> <MASK>,Point to the tallest building.,motion_query,motion_query,motion_cue_seen
deepseek3000-00048__p060,deepseek3000-00048,train,0.60,0.600000,3,5,2,Point to the,Point to the <MASK> <MASK>,Point to the tallest building.,motion_query,motion_query,motion_cue_seen
deepseek3000-00048__p080,deepseek3000-00048,train,0.80,0.800000,4,5,1,Point to the tallest,Point to the tallest <MASK>,Point to the tallest building.,motion_query,motion_query,motion_cue_seen
deepseek3000-00048__p100,deepseek3000-00048,train,1.00,1.000000,5,5,0,Point to the tallest building.,Point to the tallest building.,Point to the tallest building.,motion_query,motion_query,complete_input
deepseek3000-01758__p020,deepseek3000-01758,train,0.20,0.250000,2,8,6,How do,How do <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,How do I set up a new printer?,chat,chat,text_cue_seen
deepseek3000-01758__p040,deepseek3000-01758,train,0.40,0.500000,4,8,4,How do I set,How do I set <MASK> <MASK> <MASK> <MASK>,How do I set up a new printer?,chat,chat,text_cue_seen
deepseek3000-01758__p060,deepseek3000-01758,train,0.60,0.625000,5,8,3,How do I set up,How do I set up <MASK> <MASK> <MASK>,How do I set up a new printer?,chat,chat,text_cue_seen
deepseek3000-01758__p080,deepseek3000-01758,train,0.80,0.875000,7,8,1,How do I set up a new,How do I set up a new <MASK>,How do I set up a new printer?,chat,chat,text_cue_seen
deepseek3000-01758__p100,deepseek3000-01758,train,1.00,1.000000,8,8,0,How do I set up a new printer?,How do I set up a new printer?,How do I set up a new printer?,chat,chat,complete_input
deepseek3000-01326__p020,deepseek3000-01326,train,0.20,0.200000,1,5,4,Push,Push <MASK> <MASK> <MASK> <MASK>,Push the button to start.,motion_query,motion_query,motion_cue_seen
deepseek3000-01326__p040,deepseek3000-01326,train,0.40,0.400000,2,5,3,Push the,Push the <MASK> <MASK> <MASK>,Push the button to start.,motion_query,motion_query,motion_cue_seen
deepseek3000-01326__p060,deepseek3000-01326,train,0.60,0.600000,3,5,2,Push the button,Push the button <MASK> <MASK>,Push the button to start.,motion_query,motion_query,motion_cue_seen
deepseek3000-01326__p080,deepseek3000-01326,train,0.80,0.800000,4,5,1,Push the button to,Push the button to <MASK>,Push the button to start.,motion_query,motion_query,motion_cue_seen
deepseek3000-01326__p100,deepseek3000-01326,train,1.00,1.000000,5,5,0,Push the button to start.,Push the button to start.,Push the button to start.,motion_query,motion_query,complete_input
deepseek3000-02473__p020,deepseek3000-02473,train,0.20,0.333333,1,3,2,Stop!,Stop! <MASK> <MASK>,Stop! Don't move.,motion_query,motion_query,motion_cue_seen
deepseek3000-02473__p040,deepseek3000-02473,train,0.40,0.666667,2,3,1,Stop! Don't,Stop! Don't <MASK>,Stop! Don't move.,motion_query,motion_query,motion_cue_seen
deepseek3000-02473__p060,deepseek3000-02473,train,0.60,0.666667,2,3,1,Stop! Don't,Stop! Don't <MASK>,Stop! Don't move.,motion_query,motion_query,motion_cue_seen
deepseek3000-02473__p080,deepseek3000-02473,train,0.80,1.000000,3,3,0,Stop! Don't move.,Stop! Don't move.,Stop! Don't move.,motion_query,motion_query,complete_input
deepseek3000-02473__p100,deepseek3000-02473,train,1.00,1.000000,3,3,0,Stop! Don't move.,Stop! Don't move.,Stop! Don't move.,motion_query,motion_query,complete_input
deepseek3000-02239__p020,deepseek3000-02239,train,0.20,0.285714,2,7,5,Carry the,Carry the <MASK> <MASK> <MASK> <MASK> <MASK>,Carry the box to the storage room.,motion_query,wait,motion_cue_not_seen
deepseek3000-02239__p040,deepseek3000-02239,train,0.40,0.428571,3,7,4,Carry the box,Carry the box <MASK> <MASK> <MASK> <MASK>,Carry the box to the storage room.,motion_query,wait,motion_cue_not_seen
deepseek3000-02239__p060,deepseek3000-02239,train,0.60,0.714286,5,7,2,Carry the box to the,Carry the box to the <MASK> <MASK>,Carry the box to the storage room.,motion_query,wait,motion_cue_not_seen
deepseek3000-02239__p080,deepseek3000-02239,train,0.80,0.857143,6,7,1,Carry the box to the storage,Carry the box to the storage <MASK>,Carry the box to the storage room.,motion_query,wait,motion_cue_not_seen
deepseek3000-02239__p100,deepseek3000-02239,train,1.00,1.000000,7,7,0,Carry the box to the storage room.,Carry the box to the storage room.,Carry the box to the storage room.,motion_query,motion_query,complete_input
